gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	taxonomicIssue	nonTaxonomicIssue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	isInvasive	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
4853566431			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004182	YUC-CC-255-11-006331		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				Sisal-MBON2-221-crustáceos	2020-06-30	11:00	182	182	2020	6	30	2020-06-30	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Hunucmá		Sisal				0					21.16685	-90.03371									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2021-01-22T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.744Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.744Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA									
4853566430			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004181	YUC-CC-255-11-006070		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	1				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				Sisal-MBON2-213-crustáceos	2020-06-30	11:00	182	182	2020	6	30	2020-06-30	zona supramareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Hunucmá		Sisal				0					21.16685	-90.03371									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2021-01-22T00:00:00	An Illustrated Guide to the Marine Decapod Crustaceans of Florida. Abele & Kim 1986				urn:lsid:marinespecies.org:taxname:158392							Emerita Scopoli, 1777								Animalia	Arthropoda	Malacostraca	Decapoda		Hippidae				Emerita							GENUS				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.744Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2225695	2225695	1	54	229	637	8044	2225695				Emerita Scopoli, 1777	Emerita		EML	2025-07-31T12:20:35.744Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA									
4853566429			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004180	YUC-CC-255-11-006330		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				Sisal-MBON2-133-crustáceos	2020-06-30	11:00	182	182	2020	6	30	2020-06-30	zona submareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Hunucmá		Sisal				0.5					21.16837	-90.02595									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2021-01-22T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.744Z			0.55	0.45		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.744Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA									
4853566428			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004216	YUC-CC-255-11-006125		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	6				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-316-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0					21.51456	-87.66173									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-15T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.31_1	Yucatán	MEX.31.96_2	Tizimín			
4853566427			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004215	YUC-CC-255-11-006124		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	7				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-315-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0					21.51456	-87.66173									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-15T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.31_1	Yucatán	MEX.31.96_2	Tizimín			
4853566426			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004214	YUC-CC-255-11-006123		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-314-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0					21.51456	-87.66173									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-15T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.31_1	Yucatán	MEX.31.96_2	Tizimín			
4853566425			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004213	YUC-CC-255-11-006122		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	5				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-312-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0					21.51456	-87.66173									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-15T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.31_1	Yucatán	MEX.31.96_2	Tizimín			
4853566424			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004212	YUC-CC-255-11-006127		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-311-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0					21.51456	-87.66173									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-19T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.31_1	Yucatán	MEX.31.96_2	Tizimín			
4853566423			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004211	YUC-CC-255-11-006121		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	1				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-226-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona submareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0.5					21.51462	-87.60201									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-15T00:00:00	An illustrated identification guide to the nearshore marine and estuarine gammaridean amphipoda of Florida. LeCroy 2013				urn:lsid:marinespecies.org:taxname:158146							Rhepoxynius epistomus (Shoemaker, 1938)								Animalia	Arthropoda	Malacostraca	Amphipoda		Phoxocephalidae	Phoxocephalinae			Rhepoxynius	Rhepoxynius			epistomus			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.55	0.45		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2217197	2217197	1	54	229	1231	8010	2217188		2217197	Rhepoxynius epistomus	Rhepoxynius epistomus (Shoemaker, 1938)	Rhepoxynius epistomus		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA									
4853566422			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004210	YUC-CC-255-11-006120		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-225-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona submareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0.5					21.51462	-87.60201									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-15T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:259670							Cassidinidea ovalis (Say, 1818)								Animalia	Arthropoda	Malacostraca	Isopoda		Sphaeromatidae				Cassidinidea	Cassidinidea			ovalis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.55	0.45		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2206622	2206622	1	54	229	643	2045	2206612		2206622	Cassidinidea ovalis	Cassidinidea ovalis (Say, 1818)	Cassidinidea ovalis		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA									
4853566421			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004219	YUC-CC-255-11-006215		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	6				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				I.Blanca-04-2019-111-crustaceos	2019-03-31	14:10	90	90	2019	3	31	2019-03-31	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Quintana Roo	NORTH_AMERICA	Mar Caribe			MX	Quintana Roo	Isla Mujeres		Isla Blanca				0					21.34208	-86.79215									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2020-08-30T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:257597							Tylos marcuzzii Giordani Soika, 1954								Animalia	Arthropoda	Malacostraca	Isopoda		Tylidae				Tylos	Tylos			marcuzzii			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2205090	2205090	1	54	229	643	2037	1677544		2205090	Tylos marcuzzii	Tylos marcuzzii Giordani Soika, 1954	Tylos marcuzzii		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.23_1	Quintana Roo	MEX.23.5_2	Isla Mujeres			
4853566420			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004218	YUC-CC-255-11-006214		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				I.Blanca-04-2019-111-crustaceos	2019-03-31	14:10	90	90	2019	3	31	2019-03-31	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Quintana Roo	NORTH_AMERICA	Mar Caribe			MX	Quintana Roo	Isla Mujeres		Isla Blanca				0					21.34208	-86.79215									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2020-08-30T00:00:00	Guide to the marine isopod crustaceans of the Caribbean. Kensley & Schotte 2020				urn:lsid:marinespecies.org:taxname:258413							Excirolana braziliensis Richardson, 1912								Animalia	Arthropoda	Malacostraca	Isopoda		Cirolanidae				Excirolana	Excirolana			braziliensis			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.743Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2212910	2212910	1	54	229	643	5347	2212907		2212910	Excirolana braziliensis	Excirolana braziliensis Richardson, 1912	Excirolana braziliensis		EML	2025-07-31T12:20:35.743Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.23_1	Quintana Roo	MEX.23.5_2	Isla Mujeres			
4853566419			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004217	YUC-CC-255-11-006126		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				El-Cuyo-03-2019-325-crustaceos	2019-03-04	14:00	63	63	2019	3	4	2019-03-04	zona submareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Yucatán	NORTH_AMERICA	Golfo de México			MX	Yucatán	Tizimín		El Cuyo				0.5					21.51456	-87.66173									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2019-08-19T00:00:00	An illustrated identification guide to the nearshore marine and estuarine gammaridean amphipoda of Florida. LeCroy 2013				urn:lsid:marinespecies.org:taxname:158146							Rhepoxynius epistomus (Shoemaker, 1938)								Animalia	Arthropoda	Malacostraca	Amphipoda		Phoxocephalidae	Phoxocephalinae			Rhepoxynius	Rhepoxynius			epistomus			SPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.742Z			0.55	0.45		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	2217197	2217197	1	54	229	1231	8010	2217188		2217197	Rhepoxynius epistomus	Rhepoxynius epistomus (Shoemaker, 1938)	Rhepoxynius epistomus		EML	2025-07-31T12:20:35.742Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA	MEX	México	MEX.31_1	Yucatán	MEX.31.96_2	Tizimín			
4853566418			es	CC_BY_NC_4_0					PhysicalObject	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias			FCMM	YUC-CC-255-11	Macrocrustáceos de las playas del Atlántico mexicano		PRESERVED_SPECIMEN				CCY-004326	YUC-CC-255-11-006212		María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	85				Adult									PRESENT	Colecta definitiva: Animal completo (ETOH70%)	En colección																				Chahuayxol-04-2019-314-crustaceos	2019-04-04	11:40	94	94	2019	4	4	2019-04-04	zona intermareal de la playa	Nucleador	0.005	m3	1 nucleo					América;Norteamérica;México;Quintana Roo	NORTH_AMERICA	Mar Caribe			MX	Quintana Roo	Othón P. Blanco		Chahuayxol				0					18.48556	-87.76125									María del Refugio Muciño Reyes																											María del Refugio Muciño Reyes	https://orcid.org/0000-0002-2343-8027	2020-11-23T00:00:00	Mexorchestia: a new genus of talitrid amphipod (Crustacea, Amphipoda, Talitridae) from the Gulf of Mexico and Caribbean Sea, with the description of a new species and two new subspecies. Wildish & LeCroy 2028				urn:lsid:marinespecies.org:taxname:819060							Mexorchestia carpenteri raduloviciae Wildish & LeCroy, 2014								Animalia	Arthropoda	Malacostraca	Amphipoda		Talitridae	Platorchestiinae			Mexorchestia	Mexorchestia			carpenteri	raduloviciae		SUBSPECIES				ACCEPTED			2637deb2-a109-472c-a942-3c220a46deeb	VE	2025-07-31T12:20:35.742Z			0.0	0.0		INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH				true	false	8230937	8230937	1	54	229	1231	4466	8300498		7715868	Mexorchestia carpenteri	Mexorchestia carpenteri raduloviciae Wildish & LeCroy, 2014	Mexorchestia carpenteri raduloviciae		EML	2025-07-31T12:20:35.742Z	2025-07-25T01:30:18.693Z		true			false	LATIN_AMERICA	LATIN_AMERICA									
